satisfaction_level,last_evaluation_rating,projects_worked_on,average_montly_hours,time_spend_company,Attrition,Work_accident_False,Work_accident_True,promotion_last_5years_False,Department_IT,Department_RandD,Department_accounting,Department_hr,Department_management,Department_marketing,Department_product_mng,Department_sales,Department_support,Department_technical,salary_high,salary_low,salary_medium
-0.9257795061393428,-1.0902476175722098,-0.9143784719107644,-0.7641553016112271,-0.3039309913085253,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.7547858775549336,0.8357260504805649,1.3360417245456626,1.3244541686809053,2.3228908809596827,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-2.006142967085663,0.9524517273322489,2.8363218555166143,1.523369356327775,0.5716762994475441,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.9657929676558731,-1.1486104559980512,-0.9143784719107644,-0.7243722640818532,-0.3039309913085253,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.8057391215897517,-1.2653361328497346,-0.9143784719107644,-0.843721376669975,-0.3039309913085253,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-2.0461564286021936,0.3104605046479903,2.0861817900311386,1.0260813872106007,0.5716762994475441,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1.234947415753298,0.7773632120547235,1.3360417245456626,1.2647796123868444,1.4472835902036134,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1.1149070312037073,1.6528057884423484,1.3360417245456626,0.5685764556228002,1.4472835902036134,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.7657256600732211,-1.0902476175722098,-0.9143784719107644,-1.0625280830815318,-0.3039309913085253,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-2.006142967085663,0.5439118583513567,2.0861817900311386,2.1797894755624454,0.5716762994475441,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.9148397236210554,1.1859030810356146,0.585901659060187,0.76749164326967,1.4472835902036134,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.9257795061393428,-1.0318847791463677,-0.9143784719107644,-1.0426365643168447,-0.3039309913085253,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.5947320314888119,1.0108145657580903,1.3360417245456626,1.3244541686809053,1.4472835902036134,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-2.006142967085663,0.6606375352030406,2.0861817900311386,1.7222845439746448,0.5716762994475441,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.9257795061393428,-0.9735219407205262,-0.9143784719107644,-0.9630704892580969,-0.3039309913085253,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1.1149070312037073,1.1859030810356146,1.3360417245456626,0.9266237933871658,1.4472835902036134,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.8348128005879941,0.8940888889064064,0.585901659060187,0.8669492370931049,1.4472835902036134,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
